,X0,X1,y
0,7.9928808852914655,7.82082453113245,4
1,2.716102582582035,1.9349141319152912,1
2,-2.1750602154583554,3.811504317929895,2
3,8.113583578930093,11.383507502820445,4
4,6.781734380882256,8.398259147733796,4
5,3.5456368391639286,2.952342057624919,5
6,2.2384224703881674,9.466389235996097,5
7,-0.3863619683409646,2.475436654825111,1
8,1.3656685645161188,3.546794240469403,1
9,-0.06242782517611706,2.5218764179373383,1
10,0.6923149765598318,3.384331765057153,5
11,5.806349378308189,9.400020699706841,3
12,8.472665752917447,6.674764596602678,4
13,6.926444912464644,11.239210996090577,4
14,7.694303880129215,12.089861931724727,4
15,6.25894994587396,7.78082374303808,4
16,-0.2997462446533149,2.315070907620854,1
17,4.458522302789255,5.114346688781776,3
18,-2.9253714914461293,6.88166939858292,2
19,-2.649960514643851,4.725113173790072,2
20,3.5497170792018924,7.601758595439289,0
21,2.504081235688344,11.08882696649313,0
22,6.061454420110909,8.412844289171563,4
23,1.4678927583804624,10.259897366860189,4
24,2.18877559836147,3.8472923062125792,1
25,3.4920739378673917,4.366460232405481,1
26,0.36964585050930143,7.875388574645925,3
27,1.8895114163482085,3.277467742076195,0
28,7.429370033196322,7.634734107719735,0
29,2.5726024748883876,1.3035626287372575,1
30,-4.84600100346764,9.236048662468557,2
31,2.2261168360606822,3.7329715366530674,3
32,-5.0074169235544765,8.569829981922725,2
33,7.25375250568344,12.259880709007021,0
34,-4.850312906493179,8.374341674583782,2
35,7.9692797566425355,7.449740309672666,4
36,-1.6810401201204397,9.737313618663508,2
37,-7.235135547098316,8.933023862533046,2
38,1.0202799777743383,4.546617676964142,5
39,2.5847552832982807,4.026187777369991,1
40,4.501894805700077,12.0037842474667,0
41,5.449066917295237,10.241825051036358,4
42,2.778673724083531,4.722447112614159,3
43,-3.270273196586923,2.8121060493174346,5
44,1.509808603484114,1.6262562246819687,1
45,7.628577833247766,4.993339825372224,4
46,5.293514997000365,4.6088765079481195,3
47,-4.856397335363908,6.584430868107062,2
48,2.7939791972762755,1.6882060593952808,3
49,7.7538739406282895,13.01821646697444,4
50,0.18670790147661354,6.585759865494185,5
51,3.916183280691721,7.043447711746813,5
52,2.092851205720665,6.387157181066959,3
53,-1.0468099155474224,7.340226031578259,2
54,3.59745268564372,8.663900535146139,0
55,1.107189067956241,1.8914036395782268,1
56,-0.13990031262946634,-2.155433754615345,1
57,4.874115956475504,10.07099076368584,0
58,-2.6303137465074906,8.003928762700633,2
59,7.718660756218293,7.241567116098351,0
60,-3.0648940131040736,4.062605960676192,1
61,-5.516952800797738,4.011001138540308,2
62,2.641928535274473,9.902587987310774,0
63,1.7768966368958328,5.821971544458296,3
64,6.322770359765187,12.599837649010604,4
65,8.004319400001041,8.044042820654,4
66,8.487471966974775,9.582260065465329,4
67,-0.40814633174597936,3.59015330219699,1
68,-4.648806227125072,7.746139506842404,2
69,-2.8806416387920617,6.350898682937306,2
70,3.511545040707948,0.3598351924652805,1
71,4.802160550619378,4.140570930188627,3
72,1.2284687799739715,-1.1469770089495142,1
73,3.0307767242776382,5.230078729930761,5
74,3.1944208174664332,10.373922527277717,3
75,7.15619939886536,7.65944376767103,4
76,-4.344052223632264,7.898016343782666,2
77,4.823639234570816,5.9874627591110485,5
78,1.459140773186002,5.862542401042093,3
79,10.329630215349635,7.865919710532831,4
80,6.760761697484359,10.450295937818375,0
81,-0.257258329298907,3.994289865003201,3
82,2.885997575449476,4.920860459343492,3
83,9.046913432273097,7.9595429752256095,4
84,0.631227088976595,3.5936330486071704,1
85,2.364826829848681,0.31973849806660826,1
86,1.2564477127059788,0.3128518734905501,1
87,-1.137171283230653,1.8193192163403196,1
88,1.9538973919103113,2.4256914097117033,5
89,1.1037554876318634,9.730048540940478,4
90,-0.41787587189131914,7.7113261446612995,5
91,2.867499910902343,6.419525297841318,3
92,-4.3651706114259,5.85970426059078,2
93,3.1618357505987267,4.717478632907705,5
94,0.014832197746615261,5.776480292673877,5
95,0.4084139581034162,0.9076453782668228,1
